rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
494,Youngsee 16-28 inches butterfly weft hair extensions ovo weft genius pu weft hole butterfly hair extensions human hair XO weft human hair extensions straight hair real human glueless wig #summerwins #DealsForYouDays,,1457.0,4.95,8981.0,35.17,9.0,,YoungSee Hair,真人发接发&发片,,,products_sales_us.csv,60.0,45.3,45.0,20.0,60.0,60.0,49.7,48.2,47.4,
109,Doores Clip in Hair Extensions 120g 7pcs 150g 9pcs 100% Human Hair Straight for Daily Use & Special Occasions for Women#tiktokshopbacktoschool,,3521.0,11.07,5.04,204.8,5.0,,Doores Hair Extensions,真人发接发&发片,,,products_sales_us.csv,60.0,55.1,25.0,20.0,60.0,60.0,56.6,43.2,47.3,
300,"2 Pcs Gold Anklets for Women, Waterproof 14K Gold Plated Cuban Link Cuban Chain Anklet and Beaded Stackable Bracelets, Non-Tarnish Lightweight Custom Jewelry Gifts Layered Anklet",2.78,2089.0,4047.97,9537.0,1.96,8.0,,TIK FANS TOK,脚链,,,products_sales_us.csv,60.0,47.7,40.0,20.0,60.0,60.0,51.4,47.0,47.3,
328,GOO GOO Hair Extensions Tape in Human Hair Natural Straight summer hairstyles #tiktokshopbacktoschool #sohochic,,1957.0,7.22,10.07,363.98,8.0,,GOO GOO,真人发接发&发片,,,products_sales_us.csv,60.0,47.8,40.0,20.0,60.0,60.0,51.4,47.0,47.3,
395,"Titanium 20G/18G Horseshoe Nose Ring(Free Ball Holder) Internally Threaded Gems,Earring Daith Cartilage Helix,Piercing Jewelry",,1717.0,1.89,3.59,52.11,8.0,,Kutlan Body Jewelry,身体饰品,,,products_sales_us.csv,60.0,47.8,40.0,20.0,60.0,60.0,51.4,47.0,47.3,
429,"Women's Reversible Sleep Hat, Double Layer Bonnet for Sleeping & Makeup, Pink Color Reversible Extended Length Sleep Bonnet, Sleeping Cap, Hair Cap for Sleep",,1617.0,2906.31,3.04,7.84,8.0,,DeeJey Hair Accessories,帽子,,,products_sales_us.csv,60.0,47.6,40.0,20.0,60.0,60.0,51.3,47.0,47.3,
438,"Novelty Multifunction Hair Hoop, Fashionable Hair Accessories for Women, Minimalist Headwear for Daily Use, Headbands Women, Plastic Headbands",2.7,1594.0,4272.55,2.74,7.4,8.0,,Myb-jewelry,发带发箍,,,products_sales_us.csv,60.0,47.7,40.0,20.0,60.0,60.0,51.4,47.0,47.3,
450,"Unisex Vintage Square Frame Sunglasses, Trendy Casual Sunglasses for Travel Use, Fashion Accessories for Outdoor Activities, Trendy Streetwear Sunglasses, Stylish Sunglasses, Square Framed Sunglasses, Fashionable Sunglasses, Trendy Styling Sunglasses",1.48,1553.0,2443.59,2.45,7.79,8.0,,Shining Land,太阳镜,,,products_sales_us.csv,60.0,47.7,40.0,20.0,60.0,60.0,51.4,47.0,47.3,
493,"4pcs Simple Style Copper Zircon Ear Cuffs, Magnetic Design Unisex Jewelry Gift, Casual All-Season Accessory for Daily Wear, All Weather Earrings, Cubic Zirconia Earrings, Cubic Zirconia Studs, Casual Earrings Set",,1458.0,3632.24,2.11,6.25,8.0,,Rakol,耳环,,,products_sales_us.csv,60.0,47.5,40.0,20.0,60.0,60.0,51.3,47.0,47.3,
260,MADHATTER AUCTION ITEM ON HAND,0.85,2251.0,2251.0,1.19,6.61,,,The Mad Hatter Company,帽子,,,products_sales_us.csv,35.0,54.2,60.0,20.0,60.0,60.0,55.9,43.2,47.2,
321,"Men's Plastic Square Round Full Frame Fashion Glasses, Retro Hong Kong Style, Casual Wear, Decorative Eyewear, Classic Elegant Design",3.3,1989.0,6753.05,7846.0,3.04,8.0,,XINCHI GLASSES,镜框与镜片,,,products_sales_us.csv,60.0,47.3,40.0,20.0,60.0,60.0,51.1,47.0,47.2,
325,"24pcs Women's Leopard Print Sporty Hair Bands, Elastic Stretchy Sweat-Wicking Sports Workout Headbands for Yoga Running Spa, Fashion Dot Hair Accessories",3.38,1974.0,9512.39,4216.0,2.08,8.0,,Shenzhen Songlin,头绳,,,products_sales_us.csv,60.0,47.2,40.0,20.0,60.0,60.0,51.1,47.0,47.2,
472,"Women's Glitter Decor Scarf, Elegant Scarf for Daily Wear, Casual Trendy Scarf for Women, Trendy All-match & Exquisite Scarf for Birthday Gift, Scarf for Hair",,1503.0,7537.05,2.53,17.42,8.0,,LMLAVEN Apparel Accessories,围巾&围脖,,,products_sales_us.csv,60.0,47.4,40.0,20.0,60.0,60.0,51.2,47.0,47.2,
144,"YWIGS Crochet Human Hair for Miracle Knots Human Hair Feather Crocher Hair Human Hair for Miracle Knots Boho Braids Burmese Curly Pre-Separated 60g / Bundle, 4 to 5 Bundles Recommended #backtoschool #backtoschoolshopping #sohochic",,3116.0,12.81,3.26,175.83,5.0,,YWIGS,真人发接发&发片,,,products_sales_us.csv,60.0,54.4,25.0,20.0,60.0,60.0,56.1,43.2,47.1,
225,YWIGS Blonde Body Wave Bulk Human Braiding Hair for Boho Braids Natural Texture #27/30/613 & #4/27/30 & #4/30 #backtoschool #backtoschoolshopping #sohochic,,2473.0,16.8,1.42,93.86,5.0,,YWIGS,真人发接发&发片,,,products_sales_us.csv,60.0,54.5,25.0,20.0,60.0,60.0,56.2,43.2,47.1,
336,"Y2K Pyramid Stud Rivet Waist Belt for Men and Women, Punk Style Belt, Punk Streetwear PU Leather Jeans Accessory, Punk Fashion Belt",4.21,1906.0,1.0,2935.0,1.48,8.0,,Chic Trend Belts,皮带,,,products_sales_us.csv,60.0,47.0,40.0,20.0,60.0,60.0,50.9,47.0,47.1,
462,Lyrasses Black Photochromic Square Glasses Anti-Blue Light & Photochromic Unisex Fashion Frames Big Head Friendly Perfect for Beach Business Party Trendy Daily Accessory Ideal Gift Idea No-Makeup Essential Anti Eyestrain Eyewear,,1520.0,1.43,1.24,11.66,7.0,,Lyrasses,镜框与镜片,,,products_sales_us.csv,60.0,49.4,35.0,20.0,60.0,60.0,52.6,45.8,47.1,
371,"Vintage Cross Chain Wallet and Jeans Waist Chain, Punk Hip-Hop Two-Layer Metal Belt for Men and Women, All-Season Streetwear Accessory, Waist Jewelry",,1785.0,6593.15,3641.0,1.48,8.0,,XXG,皮带,,,products_sales_us.csv,60.0,46.5,40.0,20.0,60.0,60.0,50.6,47.0,47.0,
160,Bangjazz Transparent Ziplock Bag,,2933.0,2.63,1.13,15.63,3.0,,bangjazzhair,发带发箍,,,products_sales_us.csv,60.0,58.9,15.0,20.0,60.0,60.0,59.2,40.8,46.9,
399,"Non-Piercing Fake Eyebrow & Lip Labret Studs Set, Silver Color, 3/4/5mm Sizes, 100pcs Adhesives Included, Spike Design, Body Piercing Jewelry, Labret Studs Replacement",1.94,1705.0,4007.51,6818.0,2.06,8.0,,Diamday Jewelry,身体饰品,,,products_sales_us.csv,60.0,46.2,40.0,20.0,60.0,60.0,50.4,47.0,46.9,
402,"CATERSIDE Men's Classic Square Sunglasses, Vintage Punk Style with Tinted Lenses, UV400 Sun Protective Fashion Accessories, Classic Sunglasses, Sun Protective Sunglasses",,1692.0,3.81,3398.0,7.51,8.0,,CATERSIDE VISION Store,太阳镜,,,products_sales_us.csv,60.0,46.2,40.0,20.0,60.0,60.0,50.3,47.0,46.9,
428,"Hip Hop Twist Chain Necklace & Rhinestone Cross Pendant Necklace for Daily Decoration, Stainless Steel Jewelry for Men & Women, Classic Jewelry for Gift",,1623.0,6140.31,9.26,49.01,8.0,,ZIDOM Hiphop Store,项链,,,products_sales_us.csv,60.0,46.5,40.0,20.0,60.0,60.0,50.5,47.0,46.9,
444,"Simple Minimalist Square Frame Eyeglasses Plastic Eyewear for Women & Men, Square Frames Eyeglasses, Summer Outfits 2024 Eyeglasses for Work, Daily Clothing Decor, Student Daily Use",2.97,1573.0,9941.72,9.07,21.82,8.0,,SOLOSE,镜框与镜片,,,products_sales_us.csv,60.0,46.3,40.0,20.0,60.0,60.0,50.4,47.0,46.9,
405,"Women's Hairbands Set, Non Slip Headbands, Plastic Headband, Anti-Slip Wave Design, Retro Style Headband for Makeup & Skincare, Chic Headbands, Fashionable Hair Accessories",,1680.0,2807.42,7505.0,1.5,8.0,,Shenzhen Songlin,发带发箍,,,products_sales_us.csv,60.0,46.2,40.0,20.0,60.0,60.0,50.3,47.0,46.8,
413,"Vintage Literary Personalized Flat Lens Glasses, Trendy Large Frame Unisex Blue Light Blocking Eyewear, All Season Casual Style, Fashion Accessory Eyewear, Square Frames, Protective Glasses, Fashion Glasses",2.49,1659.0,3729.81,7118.0,2.79,8.0,,Zanobia,镜框与镜片,,,products_sales_us.csv,60.0,46.1,40.0,20.0,60.0,60.0,50.3,47.0,46.8,
430,"Unisex New Summer Sunglasses, Trendy Street Style UV Protection Shades, Fashionable Retro Sunglasses for Men & Women",4.24,1614.0,1.2,4399.0,2.67,8.0,,YI SHENG SUNGLASSES,太阳镜,,,products_sales_us.csv,60.0,45.9,40.0,20.0,60.0,60.0,50.1,47.0,46.8,
432,"Women's Layered Design Cubic Zirconia Hand Chain & Bracelet Set, Perfect for Parties & Festivals, Sparkling Jewelry Accessories, Fashionable Jewelry Set, Costume Jewelry Sets, Trendy Jewelry Set",1.5,1608.0,3700.82,2301.0,4888.98,8.0,,XUYU Jewelry,手环与手链,,,products_sales_us.csv,60.0,45.9,40.0,20.0,60.0,60.0,50.1,47.0,46.8,
437,"Leopard Print Cherry Charm Bracelet, Star Girl Cross Bracelet, Lucky Number 777 Bracelet, Cherry Tooth Bracelet, Pool Ball 7 Bracelet, Fashion Bracelet",,1595.0,1.33,3365.0,2.6,8.0,,pandacharms,手环与手链,,,products_sales_us.csv,60.0,45.8,40.0,20.0,60.0,60.0,50.1,47.0,46.8,
480,"Magnetic Ear Clips for Unpierced Ears, Non Pierced Earrings, Zirconium Stone Jewelry, Punk Style, All-Seasons Accessory, Comfortable Material, Unisex Design",1.33,1487.0,2498.4,1540.0,2586.1,8.0,,SHU trend Jewelry,耳环,,,products_sales_us.csv,60.0,45.4,40.0,20.0,60.0,60.0,49.8,47.0,46.6,
496,"3 Piece U-Shaped Non-Piercing Nose Ring Clips, Fake Piercing, Elegant Sparkling Daily Party Jewelry, Chic Body Jewelry, Comfortable Clip-On Nose Cuffs for Unpierced Nostrils",2.48,1455.0,3872.37,3787.0,1.06,8.0,,Crazy body jewelry,身体饰品,,,products_sales_us.csv,60.0,45.3,40.0,20.0,60.0,60.0,49.7,47.0,46.6,
,"Fashion Geometric Double-Beam Sunglasses - 2026 Fall/Summer Trend, High-Quality Lightweight Durable Metal-Framed Sunglasses, Funky Fashionable Frames Men's Accessory, Boyfriend Birthday Gift, Gifts for Boyfriend, Lightweight Durable Sunglasses, High Quali",,1.3,18.35,16.12,211.5,10.0,,Zen Zest,镜框与镜片,,,products_sales_us.csv,60.0,40.0,50.0,20.0,60.0,60.0,46.0,49.5,46.5,
95,P4/27 Honey Blonde Highlight Hair Bundles Brazilian Body Wave Human Hair Weave 3 Bundles T1B/4/30 Body Wave Bundles,,3821.0,11.61,6.11,139.79,3.5,,Lebeaute hair,真人发接发&发片,,,products_sales_us.csv,60.0,56.0,17.5,20.0,60.0,60.0,57.2,41.4,46.4,
205,"KooKaStyle 4PCS Clip in Hair Extensions for Women, 24 Inch Long Wavy Synthetic Hairpieces, 220g Thick Double Weft Extensions for Instant Volume, Length and Natural Blend",,2567.0,6.08,6.2,128.33,5.0,,KooKaStyle,化纤接发&发片,,,products_sales_us.csv,60.0,50.7,25.0,20.0,60.0,60.0,53.5,43.2,46.0,
168,GOO GOO Scalp Hair Fill-Ins Clip-Ins Hair Extensions Natural Coverage for Thinning Areas Remy Human Hair Lightweight and Invisible Straight Natural Summer Hair summer hairstyles #tiktokshopbacktoschool #sohochic,,2843.0,14.57,6392.0,31.78,5.0,,GOO GOO,真人发接发&发片,,,products_sales_us.csv,60.0,50.4,25.0,20.0,60.0,60.0,53.3,43.2,45.9,
215,GOO GOO Hair Extensions Clip in Human Hair Natural Straight Remy Hair Easy To Style Soft Clip ins for Women summer hairstyles #tiktokshopbacktoschool #sohochic,,2511.0,12.09,6.61,393.15,5.0,,GOO GOO,真人发接发&发片,,,products_sales_us.csv,60.0,50.4,25.0,20.0,60.0,60.0,53.3,43.2,45.9,
279,"New 2026 Ramiss Highlight Ombre Burmese Curly Honey Blonde 4/27 Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Light Weight No Tension Reusable Feather Crochet #DealsForYouDays",,2185.0,9.08,5130.0,21.98,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,60.0,48.0,30.0,20.0,60.0,60.0,51.6,44.5,45.9,
111,Brazilian Virgin Human Hair Bundles 32inch 34inch Body Wave Straight Hair for Quick Weave 1 3 4 Bundles Natural Black Traditional Sew in Extension,,3481.0,10.79,8.47,170.56,3.5,,Lebeaute hair,真人发接发&发片,,,products_sales_us.csv,60.0,54.0,17.5,20.0,60.0,60.0,55.8,41.4,45.8,
320,[YWIGS] Bulk Human Hair for Braiding No Wefted Natural Color - Human Hair for Boho Braids #backtoschool #backtoschoolshopping #sohochic,,1990.0,10.6,2.29,119.16,5.0,,YWIGS,真人发接发&发片,,,products_sales_us.csv,60.0,50.0,25.0,20.0,60.0,60.0,53.0,43.2,45.8,
146,【Lowest Price】Tahikie Burmese Curly Crochet Human Hair For Miracle Knots Human Hair Feather Water Wave Curly Wave Crochet Human Hair For Miracle Knots Pre-Separated Recommended#RefreshedLook#SummerWins #DealsForYouDays #TikTokShopBackToSchool#SohoChic,,3106.0,16.56,1.18,60.01,1.0,,Tahikie,真人发接发&发片,,,products_sales_us.csv,60.0,59.6,5.0,20.0,60.0,60.0,59.7,38.2,45.6,
161,Elastic Band for Hair Wig Lace Melting 1 Pcs Non Slip Soft Hair Band For Women,,2916.0,1.91,2.4,17.56,3.0,,bangjazzhair,发带发箍,,,products_sales_us.csv,60.0,54.5,15.0,20.0,60.0,60.0,56.1,40.8,45.6,
316,Frodio Veralux™ Blend Human Hair Boho Curly Wig with Bangs Effortless Shaggy Waves | Ready To Wear#SohoChic,,2015.0,11.02,3.64,213.03,5.0,,FRODIO,真人发前蕾丝头套,,,products_sales_us.csv,60.0,49.1,25.0,20.0,60.0,60.0,52.4,43.2,45.5,
229,Adjustable Turban Wrap Scarf Head Wrap Scarfs Tactical Headscarf Seamless Bandanas,,2447.0,5.38,7187.0,17.24,5.0,,Onestep Beauty Bar,围巾&围脖,,,products_sales_us.csv,60.0,49.0,25.0,20.0,60.0,60.0,52.3,43.2,45.4,
351,【#1 24inch only 53.24】Doores Tape in 10-28'' length Remy Human Hair Extensions Natural Straight#tiktokshopbacktoschool,,1854.0,4.15,3.07,76.82,5.0,,Doores Hair Extensions,真人发接发&发片,,,products_sales_us.csv,60.0,48.7,25.0,20.0,60.0,60.0,52.1,43.2,45.4,
201,"【Price Dropped】ISEE HAIR Human Hair Crochet Hair Extensions – Miracle Knots Pre-Separated Crochet Braids, Knotless Boho Braids, Mermaid Braids, Goddess Braids, Burmese Curly, Kinky Curly, Water Wave#SoHoChic #TikTokShopBackToSchool",,2612.0,20.9,2.0,130.85,3.0,,ISEE HAIR BEAUTY,真人发接发&发片,,,products_sales_us.csv,60.0,53.7,15.0,20.0,60.0,60.0,55.6,40.8,45.3,
273,Wig Transparent Bag For Storing Wigs,43.56,2199.0,9.46,1.89,66.2,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,products_sales_us.csv,70.0,51.7,5.0,20.0,60.0,60.0,54.2,41.8,45.3,
274,"Wig Cap for Lace Front Wig Stretchy Nylon Wig Caps, Wig Cap for Women,For Wigs Nude Wig Cap 1 Piece (for Human Hair)",26.8,2199.0,6.3,1.98,68.88,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,products_sales_us.csv,70.0,51.5,5.0,20.0,60.0,60.0,54.1,41.8,45.2,
451,"New 2026 Ramiss Body Wave Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Protective Styles Light Weight No Tension Reusable Feather Crochet Extension",,1550.0,6.33,3433.0,13.81,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,60.0,45.7,30.0,20.0,60.0,60.0,50.0,44.5,45.2,
270,"Wigs Human Hair, 1 Pcs Light Brown Wig Caps for Women, Ultra-Thin Stretchy Nylon Lace Front Stocking Caps",26.74,2201.0,6.14,2.11,72.21,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,products_sales_us.csv,70.0,51.3,5.0,20.0,60.0,60.0,53.9,41.8,45.1,
271,Sincerely serve 100% real human hair customers,26.74,2200.0,6.3,2.11,71.56,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,products_sales_us.csv,70.0,51.3,5.0,20.0,60.0,60.0,53.9,41.8,45.1,
272,"Wig Human Hair, 1 Piece Wig Band Lace Melting Band Adjustable Wig Elastic Bands Wig Edge Wrap Band for Laying Edges Keep Wigs in Place",26.74,2199.0,6.23,2.12,72.26,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,products_sales_us.csv,70.0,51.3,5.0,20.0,60.0,60.0,53.9,41.8,45.1,
290,[New Color] Ishow Hair Burmese Curly Crochet Human Hair With Knotless Colored Pre-Separated Invisible Crochet Hair #DealsforYouDays #SummerWins,,2128.0,10.33,3212.0,15.84,5.0,,Ishow Hair,真人发接发&发片,,,products_sales_us.csv,60.0,47.8,25.0,20.0,60.0,60.0,51.5,43.2,45.1,
6,"Women's Elegant Chic Geometric Print Robe Set, Casual Fitted Long Dress & Scarf, Beach Resort Wear Sun Protection Satin Matching Set Shawl",,1.03,8.91,3.03,34.63,8.0,,kkher,围巾&围脖,,,products_sales_us.csv,60.0,40.0,40.0,20.0,60.0,60.0,46.0,47.0,45.0,
122,OQ HAIR Burmese Curly Crochet Hair Natural Black Machine Made Feather Crochet Human Hair Extension Miracle Knots Boho Braids #SohoChic #TikTokShopBackToSchool #DealsForYouDays,,3371.0,24.9,9691.0,71.33,3.0,,OQ HAIR SHOP,真人发全机制头套,,,products_sales_us.csv,60.0,52.4,15.0,20.0,60.0,60.0,54.6,40.8,45.0,
423,GOOGOO Hair Extensions Seamless Clip in Human Hair Extensions Natural Straight Hair summer hairstyles #tiktokshopbacktoschool #sohochic,,1633.0,5.71,3.56,235.46,5.0,,GOO GOO,真人发接发&发片,,,products_sales_us.csv,60.0,47.4,25.0,20.0,60.0,60.0,51.2,43.2,45.0,
483,Scrunchies Fluffy Bobbles Hair Elastic Ponytail Holder Soft for Women Girls 10 Random Colors Free Gift,29.99,1480.0,4.91,9578.0,31.99,3.0,,QinMei Hair Fashion,头绳,,,products_sales_us.csv,70.0,45.4,15.0,20.0,60.0,60.0,49.8,44.2,44.9,
357,Ishow Burmese Curly Crochet Human Hair With Knotless Colored Pre-Separated Invisible Crochet Hair 27# Boho Braids Vacation Hair #DealsforYouDays #SummerWins,,1842.0,8.19,1939.0,8.58,5.0,,Ishow Hair,真人发接发&发片,,,products_sales_us.csv,60.0,46.7,25.0,20.0,60.0,60.0,50.7,43.2,44.8,
253,【Limited Stock】Sunber Affordable Body Wave 13x4 Lace Frontal Wigs Pre Cut Pre Bleached Pre Plucked With Drawstring Fit All Head Sizes Beginner Frienly For Women SoHoChic TikTokShopBackToSchool,,2299.0,17.52,2.31,215.56,3.0,,Sunber Hair,真人发前蕾丝头套,,,products_sales_us.csv,60.0,51.5,15.0,20.0,60.0,60.0,54.1,40.8,44.7,
380,[Set] 14K Real Gold-Plated Cuban Necklace & Bracelet with Miami Link Chain Stainless Steel Thick Anti-Friction Chain and Diamond Clasp for Men and Women 6/8/10/12/14MM Colorfast Waterproof Thickened Hip Hop Jewelry Black Friday,,1764.0,5.71,7990.0,19.16,5.0,,KEE Jewellery,项链,,,products_sales_us.csv,60.0,46.5,25.0,20.0,60.0,60.0,50.5,43.2,44.7,
442,Karlami Hair Burmese Curly Bundles with Spriral End 3c4a Quick Weave Pixie Curly Bundles Human Hair 14-30inch Loose Deep Wave 100% Virgin Body Wave Bundles Sew in Extension Straight Bundles with 5x5 Closure Human Hair Bundles for Women Natural Black,37.0,1579.0,7.32,1.25,54.5,1.0,,Karlami Hair Vendor,真人发接发&发片,,,products_sales_us.csv,70.0,49.7,5.0,20.0,60.0,60.0,52.8,41.8,44.7,
233,"Wooden Handle Metal Hook Latch Hook Crochet Tool for Hair Extensions, Micro Braids & Craft Projects, Crocheting, Hook Tool",,2411.0,6.77,3.26,83.98,3.0,,qvrhairwig,真人发接发&发片,,,products_sales_us.csv,60.0,51.1,15.0,20.0,60.0,60.0,53.8,40.8,44.6,
387,[Blend Natural]UNice Upgrade V Part Glueless Kinky Straight Human Hair Wig with Drawstring No Leave Out Beginner Friendly Easy to Install Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,,1741.0,13.53,1.13,75.17,3.0,,UNICE,真人发全机制头套,,,products_sales_us.csv,60.0,51.2,15.0,20.0,60.0,60.0,53.8,40.8,44.6,
396,[Special Deal] Frodio Veralux™ Blend Human Hair Shaggy Waves 3-in-1 Half Wig #summervibes,,1716.0,8.56,8838.0,48.51,5.0,,FRODIO,真人发前蕾丝头套,,,products_sales_us.csv,60.0,46.3,25.0,20.0,60.0,60.0,50.4,43.2,44.6,
398,ShowReal 036 Pixie Short Pixie Cut Wigs Short Straight Brazilian Human Hair Wigs With Bangs Ready To Go Natural Black Color Full Machine Made Wig 4 Inch Size,,1709.0,5.76,9031.0,27.33,5.0,,ShowReal Hair Store,真人发全机制头套,,,products_sales_us.csv,60.0,46.3,25.0,20.0,60.0,60.0,50.4,43.2,44.6,
425,[Cheapest] Mamushow Feather Crochet Human Hair Bundles for Miracle Knots Human Hair Burmese Curly Pre-Separated 50g/Pack Reusable Invisible 100% Virgin Human Hair Crochet Extensions Natural Black #TikTokShopBackToSchool#SohoChic,48.0,1628.0,8.62,1.67,152.95,1.0,,Mamushow Hair Fashion,真人发接发&发片,,,products_sales_us.csv,70.0,49.0,5.0,20.0,60.0,60.0,52.3,41.8,44.5,
467,Bling Hair Human Hair Body Wave Crochet Braids Extensions Knotless Pre-Separated Miracle Knots Crochet Hair Lightweight Soft Natural Look Protective Style Boho Braids Vacation Hair Summer Hair 50g/Pack#SummerWins #DealsForYouDays,,1510.0,3.35,4222.0,9.4,5.0,,Bling Hair VIP Store,发带发箍,,,products_sales_us.csv,60.0,45.5,25.0,20.0,60.0,60.0,49.9,43.2,44.4,
495,WIGCHIC Raw Cambodian Hair Bundles Body Wave Extensions for Sew In Quick Weave Double Drawn Thick Ends Ultra-Flat Seamless Weft 1/3/4 Pcs,,1456.0,7.0,2209.0,10.89,5.0,,WIGCHIC Hair,真人发接发&发片,,,products_sales_us.csv,60.0,45.3,25.0,20.0,60.0,60.0,49.7,43.2,44.4,
265,[3 In 1 Half Wig] OQ HAIR Afro Curly Wear Go Glueless Half Wig 180% 250% Density Upgrade With Drawstring Cap Invisible Hairline Human Hair Wigs Beginner Friendly #SohoChic #TikTokShopBackToSchool,,2213.0,25.0,3.11,296.81,3.0,,OQ HAIR SHOP,真人发前蕾丝头套,,,products_sales_us.csv,60.0,50.3,15.0,20.0,60.0,60.0,53.2,40.8,44.3,
355,OQ HAIR Burmese Curly Wear Go Half Wig Seamless Water Wave Flip Over Wig 3 IN 1 Wear Go Glueless Human Hair Wigs With Drawstring Invisible Hairline for Beginner Friendly Vacation Hair Wigs #SohoChic #TikTokShopBackToSchool,,1847.0,25.32,2.18,246.01,3.0,,OQ HAIR STORE,真人发前蕾丝头套,,,products_sales_us.csv,60.0,49.4,15.0,20.0,60.0,60.0,52.6,40.8,44.1,
82,Frodio Veralux™ Blend Human Hair Shaggy Waves 3-in-1 Half Wig#SohoChic,53.1,4027.0,21.74,5.03,291.08,5.0,,FRODIO,真人发前蕾丝头套,,,products_sales_us.csv,40.0,57.3,25.0,20.0,60.0,60.0,58.1,36.2,43.9,
305,ISEE HAIR 250% Kinky Curly Wear Go Half Wig – Glueless Human Hair Wig Invisible Hairline Drawstring Seamless Blend Beginner Friendly Hairpiece No Leave Out Flip Over Wig Summer Hairstyles Budget Friendly Wig Beach Essential#SoHoChic#TikTokShopBackToSchool,,2071.0,23.17,5.56,551.75,3.0,,ISEE HAIR BEAUTY,真人发全机制头套,,,products_sales_us.csv,60.0,48.8,15.0,20.0,60.0,60.0,52.1,40.8,43.9,
356,【18”Only $87.99】BANGJAZZ Short Kinky Curly Ready to Wear Glueless Wigs Pre Cut Lace Bleached Konts Closure Wigs Human Hair Wig 200% Density Lace Front Wigs Pre Plucked For Women #TikTokShopBackToSchool,,1844.0,8.26,3.35,270.85,3.0,,bangjazzhair,真人发前蕾丝头套,,,products_sales_us.csv,60.0,48.5,15.0,20.0,60.0,60.0,51.9,40.8,43.8,
183,Bling Hair Deep Wave Lace Frontal Wig Transparent 13x4 13x6 HD Lace Frontal Human Hair Wigs Curly Human Hair Lace Frontal Wigs For Women backtoschool,,2756.0,23.51,2.75,185.0,1.0,,Bling Hair Fashion,真人发前蕾丝头套,,,products_sales_us.csv,60.0,53.2,5.0,20.0,60.0,60.0,55.3,38.2,43.7,
230,Frodio Veralux™ Blend Human Hair Burmese Curly 3-in-1 Half Wig Spiral Ends #summervibes#SohoChic,51.2,2438.0,12.89,1.07,59.83,5.0,,FRODIO,真人发前蕾丝头套,,,products_sales_us.csv,40.0,56.1,25.0,20.0,60.0,60.0,57.2,36.2,43.6,
400,[Lowest Price Ever] Deep Curly Pre-Separated Feather Crochet 100% Human Hair Extensions For Miracle Knots Boho Braids 4 to 5 Bundles Recommended #DealsForYouDays,,1702.0,7.49,6518.0,29.29,3.5,,Glulaze Hair,真人发接发&发片,,,products_sales_us.csv,60.0,46.2,17.5,20.0,60.0,60.0,50.4,41.4,43.5,
409,[Lowest Price Ever] New In P4/27 Highlight Burmese Curly Feather Crochet Human Hair for Miracle Knots/Boho Braids Pre-Separated 50g/Pack Time-Saving Wear #SummerWins #DealsForYouDays,,1672.0,8.23,2280.0,11.01,3.5,,Glulaze Hair,真人发接发&发片,,,products_sales_us.csv,60.0,46.1,17.5,20.0,60.0,60.0,50.3,41.4,43.5,
323,OQ HAIR #4 Chocolate Brown Feather Crochet Human Hair Burmese Curly Machine Made Crochet Weave Hair Extensions for Volume and Length #SohoChic #TikTokShopBackToSchool,,1983.0,13.18,2651.0,17.78,3.0,,OQ HAIR SHOP,真人发全机制头套,,,products_sales_us.csv,60.0,47.3,15.0,20.0,60.0,60.0,51.1,40.8,43.4,
473,NOT FOR SALE - STERLY Wig Cap (Random Color),49.9,1500.0,8.29,5297.0,22.64,1.0,,Sterly Hair Shop,发带发箍,,,products_sales_us.csv,70.0,45.5,5.0,20.0,60.0,60.0,49.8,41.8,43.4,
262,Cute Bein Body Wave 13x6 Transparent Lace Front Human Hair Wig 180% Pre plucked Lace Frontal Human Hair Wigs For Women With Baby Hair,,2246.0,16.42,2.11,137.36,1.0,,Cute Bein Hair Shop,真人发前蕾丝头套,,,products_sales_us.csv,60.0,51.6,5.0,20.0,60.0,60.0,54.1,38.2,43.2,
152,[30 Inch deep wave only $103]13x6 Deep Wave Lace Front Wigs Human Hair HD Full Lace Frontal Wigs Pre Plucked Bleached Knots Deep Curly Human Hair Wig for Women Natural Color,,3014.0,20.66,8884.0,58.11,1.0,,Zlzlblbl Hair Factory Store,真人发前蕾丝头套,,,products_sales_us.csv,60.0,51.0,5.0,20.0,60.0,60.0,53.7,38.2,43.1,
